ENSG00000000003,34738
ENSG00000000005,1
ENSG00000000419,11660
ENSG00000000457,2992
ENSG00000000460,7155
ENSG00000000938,10
ENSG00000000971,4
ENSG00000001036,11309
ENSG00000001084,11462
ENSG00000001167,17301
ENSG00000001460,6889
ENSG00000001461,6205
ENSG00000001497,14381
ENSG00000001561,5508
ENSG00000001617,37936
ENSG00000001626,0
ENSG00000001629,21966
ENSG00000001630,48904
ENSG00000001631,15362
ENSG00000002016,6681
ENSG00000002330,7186
ENSG00000002549,7665
ENSG00000002586,105581
ENSG00000002587,29
ENSG00000002726,0
ENSG00000002745,15
ENSG00000002746,151
ENSG00000002822,6531
ENSG00000002834,65015
ENSG00000002919,5073
ENSG00000002933,103
ENSG00000003056,31030
ENSG00000003096,8625
ENSG00000003137,607
ENSG00000003147,2798
ENSG00000003249,14012
ENSG00000003393,17624
ENSG00000003400,84
ENSG00000003402,1505
ENSG00000003436,547
ENSG00000003509,5462
ENSG00000003756,44596
ENSG00000003987,1773
ENSG00000003989,5634
ENSG00000004059,33603
ENSG00000004139,4277
ENSG00000004399,23670
ENSG00000004455,15507
ENSG00000004468,31
ENSG00000004478,33613
ENSG00000004487,109448
ENSG00000004534,40619
ENSG00000004660,3626
ENSG00000004700,14885
ENSG00000004766,4485
ENSG00000004776,715
ENSG00000004777,17846
ENSG00000004779,22277
ENSG00000004799,4
ENSG00000004809,1
ENSG00000004838,335
ENSG00000004846,0
ENSG00000004848,954
ENSG00000004864,18855
ENSG00000004866,1782
ENSG00000004897,40327
ENSG00000004939,13
ENSG00000004948,27
ENSG00000004961,6096
ENSG00000004975,23656
ENSG00000005001,0
ENSG00000005007,18495
ENSG00000005020,1066
ENSG00000005022,65344
ENSG00000005059,10903
ENSG00000005073,0
ENSG00000005075,16669
ENSG00000005100,16677
ENSG00000005102,52
ENSG00000005108,294
ENSG00000005156,28753
ENSG00000005175,21562
ENSG00000005187,729
ENSG00000005189,2791
ENSG00000005194,17903
ENSG00000005206,11055
ENSG00000005238,12599
ENSG00000005243,128
ENSG00000005249,19920
ENSG00000005302,12685
ENSG00000005339,36921
ENSG00000005379,14535
ENSG00000005381,9
ENSG00000005421,5
ENSG00000005436,7755
ENSG00000005448,11100
ENSG00000005469,8856
ENSG00000005471,1025
ENSG00000005483,64422
ENSG00000005486,26218
ENSG00000005513,3348
ENSG00000005700,7551
ENSG00000005801,16225
ENSG00000005810,14501
ENSG00000005812,6267
ENSG00000005844,69
ENSG00000005882,9842
ENSG00000005884,5924
ENSG00000005889,8384
ENSG00000005893,11533
ENSG00000005955,20786
ENSG00000005961,2542
ENSG00000005981,19
ENSG00000006007,33095
ENSG00000006015,8456
ENSG00000006016,26
ENSG00000006025,3781
ENSG00000006042,34512
ENSG00000006047,1740
ENSG00000006059,0
ENSG00000006062,2956
ENSG00000006071,329
ENSG00000006074,3
ENSG00000006075,0
ENSG00000006114,20939
ENSG00000006116,2
ENSG00000006118,35595
ENSG00000006125,74347
ENSG00000006128,111
ENSG00000006194,10424
ENSG00000006210,2521
ENSG00000006282,7558
ENSG00000006283,4385
ENSG00000006327,1911
ENSG00000006377,271
ENSG00000006432,9855
ENSG00000006451,32927
ENSG00000006453,9913
ENSG00000006459,7050
ENSG00000006468,32558
ENSG00000006530,11290
ENSG00000006555,45
ENSG00000006576,14921
ENSG00000006606,1
ENSG00000006607,3650
ENSG00000006611,239
ENSG00000006625,20123
ENSG00000006634,30625
ENSG00000006638,69
ENSG00000006652,16802
ENSG00000006659,0
ENSG00000006695,6682
ENSG00000006704,30775
