ENSG00000000003,192
ENSG00000000005,0
ENSG00000000419,2640
ENSG00000000457,1533
ENSG00000000460,1127
ENSG00000000938,526
ENSG00000000971,56
ENSG00000001036,378
ENSG00000001084,1778
ENSG00000001167,5216
ENSG00000001460,462
ENSG00000001461,7200
ENSG00000001497,6110
ENSG00000001561,803
ENSG00000001617,22
ENSG00000001626,0
ENSG00000001629,5306
ENSG00000001630,1232
ENSG00000001631,3858
ENSG00000002016,1792
ENSG00000002330,590
ENSG00000002549,1930
ENSG00000002586,5916
ENSG00000002587,17
ENSG00000002726,0
ENSG00000002745,28
ENSG00000002746,0
ENSG00000002822,2612
ENSG00000002834,6167
ENSG00000002919,2787
ENSG00000002933,22
ENSG00000003056,4446
ENSG00000003096,123
ENSG00000003137,8
ENSG00000003147,80
ENSG00000003249,841
ENSG00000003393,1747
ENSG00000003400,5168
ENSG00000003402,11561
ENSG00000003436,36
ENSG00000003509,2045
ENSG00000003756,25314
ENSG00000003987,380
ENSG00000003989,0
ENSG00000004059,3608
ENSG00000004139,4958
ENSG00000004399,957
ENSG00000004455,3727
ENSG00000004468,759
ENSG00000004478,1773
ENSG00000004487,5529
ENSG00000004534,12373
ENSG00000004660,832
ENSG00000004700,2803
ENSG00000004766,2122
ENSG00000004776,2
ENSG00000004777,1891
ENSG00000004779,916
ENSG00000004799,22
ENSG00000004809,12
ENSG00000004838,73
ENSG00000004846,2
ENSG00000004848,2
ENSG00000004864,999
ENSG00000004866,266
ENSG00000004897,4562
ENSG00000004939,2
ENSG00000004948,0
ENSG00000004961,431
ENSG00000004975,2041
ENSG00000005001,1
ENSG00000005007,8310
ENSG00000005020,249
ENSG00000005022,8043
ENSG00000005059,10611
ENSG00000005073,0
ENSG00000005075,1789
ENSG00000005100,1385
ENSG00000005102,28
ENSG00000005108,1
ENSG00000005156,4090
ENSG00000005175,1605
ENSG00000005187,586
ENSG00000005189,38
ENSG00000005194,3192
ENSG00000005206,5598
ENSG00000005238,295
ENSG00000005243,16
ENSG00000005249,104
ENSG00000005302,20103
ENSG00000005339,41533
ENSG00000005379,1843
ENSG00000005381,2707
ENSG00000005421,4
ENSG00000005436,1895
ENSG00000005448,898
ENSG00000005469,901
ENSG00000005471,21
ENSG00000005483,29636
ENSG00000005486,6906
ENSG00000005513,229
ENSG00000005700,4121
ENSG00000005801,2692
ENSG00000005810,36863
ENSG00000005812,10390
ENSG00000005844,32236
ENSG00000005882,1713
ENSG00000005884,413
ENSG00000005889,6443
ENSG00000005893,2979
ENSG00000005955,17514
ENSG00000005961,32
ENSG00000005981,0
ENSG00000006007,1415
ENSG00000006015,1730
ENSG00000006016,1
ENSG00000006025,2880
ENSG00000006042,2
ENSG00000006047,14
ENSG00000006059,0
ENSG00000006062,6069
ENSG00000006071,0
ENSG00000006074,0
ENSG00000006075,59
ENSG00000006114,15147
ENSG00000006116,0
ENSG00000006118,47
ENSG00000006125,10707
ENSG00000006128,0
ENSG00000006194,3529
ENSG00000006210,2
ENSG00000006282,3033
ENSG00000006283,1
ENSG00000006327,4
ENSG00000006377,0
ENSG00000006432,967
ENSG00000006451,1515
ENSG00000006453,397
ENSG00000006459,16693
ENSG00000006468,27
ENSG00000006530,4082
ENSG00000006555,433
ENSG00000006576,3868
ENSG00000006606,0
ENSG00000006607,1120
ENSG00000006611,0
ENSG00000006625,514
ENSG00000006634,3450
ENSG00000006638,166
ENSG00000006652,3181
ENSG00000006659,29
ENSG00000006695,953
ENSG00000006704,31
ENSG00000006712,2511
ENSG00000006715,1749
ENSG00000006740,26
ENSG00000006744,6522
ENSG00000006747,38
ENSG00000006756,349
ENSG00000006757,295
ENSG00000006788,7
ENSG00000006831,1764
ENSG00000006837,1491
ENSG00000007001,3
ENSG00000007038,41
ENSG00000007047,1267
ENSG00000007062,75
ENSG00000007080,625
ENSG00000007129,1176
ENSG00000007168,10951
ENSG00000007171,22
ENSG00000007174,45
ENSG00000007202,16433
ENSG00000007216,0
ENSG00000007237,723
ENSG00000007255,1139
ENSG00000007264,366
ENSG00000007306,0
ENSG00000007312,335
ENSG00000007314,14
ENSG00000007341,1394
ENSG00000007350,105
ENSG00000007372,340
ENSG00000007376,928
ENSG00000007384,24
ENSG00000007392,7081
ENSG00000007402,767
ENSG00000007516,310
ENSG00000007520,1063
ENSG00000007541,1854
ENSG00000007545,5392
ENSG00000007866,23
ENSG00000007908,8
ENSG00000007923,3997
ENSG00000007933,0
ENSG00000007944,12377
ENSG00000007952,39
ENSG00000007968,135
ENSG00000008018,6839
ENSG00000008056,36
ENSG00000008083,6899
ENSG00000008086,214
ENSG00000008118,0
ENSG00000008128,7924
ENSG00000008130,1988
ENSG00000008196,0
ENSG00000008197,0
ENSG00000008226,2286
ENSG00000008256,424
ENSG00000008277,485
ENSG00000008282,4352
ENSG00000008283,393
ENSG00000008294,6767
ENSG00000008300,1404
ENSG00000008311,166
ENSG00000008323,20
ENSG00000008324,1190
ENSG00000008382,549
ENSG00000008394,82
ENSG00000008405,3320
ENSG00000008438,177
ENSG00000008441,458
ENSG00000008513,20901
ENSG00000008516,1419
ENSG00000008517,11105
ENSG00000008710,16285
ENSG00000008735,37
ENSG00000008838,4470
ENSG00000008853,1126
ENSG00000008869,10442
ENSG00000008952,8951
ENSG00000009307,52980
ENSG00000009335,7316
ENSG00000009413,5966
ENSG00000009694,12114
ENSG00000009709,0
ENSG00000009724,3185
ENSG00000009765,0
ENSG00000009780,965
ENSG00000009790,30212
ENSG00000009830,735
ENSG00000009844,1934
ENSG00000009950,2
ENSG00000009954,6360
ENSG00000010017,5529
ENSG00000010030,9
ENSG00000010072,1638
ENSG00000010165,440
ENSG00000010219,424
ENSG00000010244,30079
ENSG00000010256,2999
ENSG00000010270,647
ENSG00000010278,126
ENSG00000010282,4
ENSG00000010292,5784
ENSG00000010295,3621
ENSG00000010310,253
ENSG00000010318,1000
ENSG00000010319,29
ENSG00000010322,16870
ENSG00000010327,142
ENSG00000010361,896
ENSG00000010379,20
ENSG00000010404,20469
ENSG00000010438,5
ENSG00000010539,674
ENSG00000010610,23124
ENSG00000010626,400
ENSG00000010671,109
ENSG00000010704,51
ENSG00000010803,2401
ENSG00000010810,28015
ENSG00000010818,20722
ENSG00000010932,0
ENSG00000011007,2764
ENSG00000011009,1527
ENSG00000011021,3688
ENSG00000011028,356
ENSG00000011052,4374
ENSG00000011083,0
ENSG00000011105,86
ENSG00000011114,2092
ENSG00000011132,1552
ENSG00000011143,523
ENSG00000011198,334
ENSG00000011201,1
ENSG00000011243,6136
ENSG00000011258,5941
ENSG00000011260,3385
ENSG00000011275,19833
ENSG00000011295,5414
ENSG00000011304,14977
ENSG00000011332,73
ENSG00000011347,1
ENSG00000011376,1730
ENSG00000011405,7449
ENSG00000011422,93
ENSG00000011426,72
ENSG00000011451,3541
ENSG00000011454,4258
ENSG00000011465,0
ENSG00000011478,265
ENSG00000011485,2794
ENSG00000011523,9961
ENSG00000011566,2168
ENSG00000011590,169
ENSG00000011600,234
ENSG00000011638,474
ENSG00000011677,0
ENSG00000012048,302
ENSG00000012061,4760
ENSG00000012124,27
ENSG00000012174,1311
ENSG00000012211,1175
ENSG00000012223,4010
ENSG00000012232,1018
ENSG00000012504,0
ENSG00000012660,7524
ENSG00000012779,278
ENSG00000012817,22412
ENSG00000012822,10542
ENSG00000012963,1979
ENSG00000012983,3840
ENSG00000013016,463
ENSG00000013275,2005
ENSG00000013288,8327
ENSG00000013293,0
ENSG00000013297,6
ENSG00000013306,3240
ENSG00000013364,11122
ENSG00000013374,9020
ENSG00000013375,2673
ENSG00000013392,719
ENSG00000013441,54094
ENSG00000013503,816
ENSG00000013523,3302
ENSG00000013561,909
ENSG00000013563,2355
ENSG00000013573,1400
ENSG00000013583,897
ENSG00000013588,8
ENSG00000013619,26
ENSG00000013725,55125
ENSG00000013810,12086
ENSG00000014123,5168
ENSG00000014138,1703
ENSG00000014164,2374
ENSG00000014216,4851
ENSG00000014257,47
ENSG00000014641,4843
ENSG00000014824,3030
ENSG00000014914,85
ENSG00000014919,1534
ENSG00000015133,35923
ENSG00000015153,2164
ENSG00000015171,5452
